ID	Directory	CreatedAt	UpdatedAt	Title	Creator	WordsCount	UniqueWordsCount	A1Words	A2Words	B1Words	B2Words	C1Words	C2Words	A1Readability	A2Readability	B1Readability	B2Readability	C1Readability	C2Readability
382f42fd	john-escott/the-man-with-three-names	2022-10-04	2022-10-04	The Man with Three Names	John Escott	1680	374	212	65	39	31	16	10	66	77	85	93	98	100
4fcadce0	john-escott/the-railway-crossing	2022-10-04	2022-10-04	The Railway Crossing	John Escott	1168	373	242	60	31	26	9	5	76	88	93	98	100	100
5e65009f	john-galsworthy/the-forsyte-saga	2022-10-04	2022-10-04	The Forsyte Saga	John Galsworthy	14331	2970	457	401	571	631	496	307	62	74	84	92	97	100
bb591869	john-grisham/the-chamber	2022-10-04	2022-10-04	The Chamber	John Grisham	14805	1993	443	339	439	380	211	118	58	70	80	92	97	100
c041dfb	john-grogan/marley-and-me	2022-10-04	2022-10-04	Marley and Me	John Grogan	5365	542	255	91	79	62	30	17	67	77	84	88	99	100
7fce8634	john-henry-newman/verses-on-various-occasions	2022-10-04	2022-10-04	Verses on Various Occasions	John Henry Newman	18167	3595	427	360	552	674	763	533	45	57	73	85	94	98
3d93731d	john-irving/the-cider-house-rules	2022-10-04	2022-10-04	The Cider House Rules	John Irving	35894	3275	460	400	585	692	521	361	58	67	77	86	96	99
7a4455a9	john-keats/poetry	2022-10-04	2022-10-04	Poetry	John Keats	50374	6239	459	414	701	1122	1448	1286	45	58	70	82	92	98
e9fe87c8	john-landon/claws	2022-10-04	2022-10-04	Claws	John Landon	4648	644	302	134	82	64	35	16	63	77	90	97	99	100
4d13a81f	john-le-carre/the-spy-who-came-in-from-the-cold	2022-10-04	2022-10-04	The Spy Who Came in from the Cold	John le Carre	8177	1019	361	202	196	132	71	38	67	79	90	95	99	100
9a55a4af	john-locke/some-thoughts-concerning-education	2022-10-04	2022-10-04	Some Thoughts Concerning Education	John Locke	34203	3572	450	361	596	688	712	530	55	68	82	91	97	100
e5de1565	john-meade-falkner/moonfleet	2022-10-04	2022-10-04	Moonfleet	John Meade Falkner	4699	842	357	175	133	103	50	18	67	81	89	96	98	100
1c661d2e	john-milne/money-for-a-motorbike	2022-10-04	2022-10-04	Money For a Motorbike	John Milne	1117	315	181	53	27	28	15	3	58	70	82	88	92	99
1d31b969	john-milton/paradise-lost	2022-10-04	2022-10-04	Paradise Lost	John Milton	45955	5584	442	396	695	1003	1201	1188	46	58	72	84	93	98
4074a195	john-muir/my-first-summer-in-the-sierra	2022-10-04	2022-10-04	My First Summer in the Sierra	John Muir	33029	4387	452	416	668	855	914	610	45	59	72	84	93	98
b246aced	john-reed/ten-days-that-shook-the-world	2022-10-04	2022-10-04	Ten Days That Shook the World	John Reed	61968	5780	463	458	813	1190	1312	997	40	53	67	81	93	98
f87a8990	john-ruskin/unto-this-last	2022-10-04	2022-10-04	Unto This Last	John Ruskin	15861	3175	431	344	534	611	603	418	46	59	76	87	94	99
fd57eca9	john-stuart-mill/on-liberty	2022-10-04	2022-10-04	On Liberty	John Stuart Mill	24631	3939	416	325	587	798	790	709	45	58	73	86	94	99
1614d789	john-stuart-mill/the-autobiography-of-john-stuart-mill	2022-10-04	2022-10-04	The Autobiography of John Stuart Mill	John Stuart Mill	35562	4638	434	363	650	897	992	868	47	59	73	86	94	99
36b1394f	john-stuart-mill/the-subjection-of-women	2022-10-04	2022-10-04	The Subjection of Women	John Stuart Mill	20900	3429	411	310	557	674	713	547	49	62	76	88	95	99
fb77d78a	john-w-campbell/invaders-from-the-infinite	2022-10-04	2022-10-04	Invaders from the Infinite	John W. Campbell	32869	3671	433	380	607	694	697	534	51	62	77	87	94	99
f60c38a5	john-w-campbell/islands-of-space	2022-10-04	2022-10-04	Islands of Space	John W. Campbell	31245	3790	443	399	605	754	689	541	54	66	78	87	94	98
94f495c6	john-w-campbell/the-black-star-passes	2022-10-04	2022-10-04	The Black Star Passes	John W. Campbell	38853	4350	446	398	669	856	843	685	52	63	77	87	94	98
a4f75a9	john-webster/the-duchess-of-malfi	2022-10-04	2022-10-04	The Duchess of Malfi	John Webster	12308	2763	438	334	508	556	466	293	52	64	76	88	96	99
b5b26f9	johnston-mc-culley/the-mark-of-zorro	2022-10-04	2022-10-04	The Mark of Zorro	Johnston McCulley	31102	3080	453	404	614	689	528	312	55	68	79	90	96	99
263b0527	johnston-mcculley/the-curse-of-capistrano	2022-10-04	2022-10-04	The Curse of Capistrano	Johnston Mcculley	4237	571	283	111	79	52	30	11	67	82	89	94	98	100
e782bd58	jojo-moyes/me-before-you	2022-10-04	2022-10-04	Me before You	Jojo Moyes	5351	771	334	144	117	87	45	25	72	83	90	96	98	99
c2fd592f	jonathan-dymond/an-inquiry-into-the-accordancy-of-war-with-the-principles-of-christianity	2022-10-04	2022-10-04	An Inquiry Into the Accordancy of War with the Principles of Christianity	Jonathan Dymond	21153	3397	415	325	546	641	683	545	42	56	72	85	93	99
c54e074c	jonathan-mantle/benetton	2022-10-04	2022-10-04	Benetton	Jonathan Mantle	12211	1892	419	305	364	357	211	125	52	64	80	91	95	99
5ceb0f23	jonathan-swift/gulliver-s-travels	2022-10-04	2022-10-04	Gulliver’s Travels	Jonathan Swift	49480	5301	465	452	806	1172	1173	862	53	66	80	90	96	99
abac4784	jordan-dumer/spiders-along-the-dark-web	2022-10-04	2022-10-04	Spiders Along the Dark Web	Jordan Dumer	2221	849	279	119	117	123	101	66	53	63	72	84	92	97
c66baacd	joseph-conrad/heart-of-darkness	2022-10-04	2022-10-04	Heart of Darkness	Joseph Conrad	18875	3997	453	420	650	868	812	573	54	66	77	88	95	99
b974bdef	joseph-conrad/lord-jim	2022-10-04	2022-10-04	Lord Jim	Joseph Conrad	63419	7214	468	473	875	1420	1792	1509	56	68	78	88	95	99
eca70d80	joseph-conrad/nostromo	2022-10-04	2022-10-04	Nostromo	Joseph Conrad	83789	8053	468	482	917	1548	1984	1819	51	64	75	86	94	99
c3fab76f	joseph-conrad/the-secret-agent	2022-10-04	2022-10-04	The Secret Agent	Joseph Conrad	46383	6400	464	462	866	1310	1492	1286	51	63	75	87	94	99
c6fe0a5d	joseph-furphy/such-is-life	2022-10-04	2022-10-04	Such Is Life	Joseph Furphy	79334	9866	471	485	936	1638	2236	2417	50	61	72	82	91	97
a0431595	joseph-jacobs/indian-fairy-tales	2022-10-04	2022-10-04	Indian Fairy Tales	Joseph Jacobs	32721	3741	468	445	702	803	673	430	60	71	82	90	96	99
a0b4e462	joss-whedon/halloween	2022-10-04	2022-10-04	Halloween	Joss Whedon	1893	356	217	52	38	25	14	6	69	78	87	91	99	99
6fe1dd9	joy-cowley/the-silk	2022-10-04	2022-10-04	The Silk	Joy Cowley	1424	448	250	93	47	33	14	8	70	83	91	97	98	100
2559afe3	joyce-hannam/christmas-in-prague	2022-10-04	2022-10-04	Christmas in Prague	Joyce Hannam	2256	362	216	64	28	29	16	5	75	84	87	92	98	100
9f0b38e9	joyce-hannam/the-death-of-karen-silkwood	2022-10-04	2022-10-04	The Death of Karen Silkwood	Joyce Hannam	2695	475	261	82	59	43	13	10	65	74	82	91	93	99
5a055e1d	jules-verne/20-000-leagues-under-the-sea	2022-10-04	2022-10-04	20,000 Leagues Under the Sea	Jules Verne	2722	629	306	121	92	51	31	17	70	81	90	94	96	99
7dab596f	jules-verne/an-antarctic-mystery	2022-10-04	2022-10-04	An Antarctic Mystery	Jules Verne	37123	4504	451	439	761	995	933	631	49	62	77	88	95	99
c02f10bb	jules-verne/around-the-world-in-eighty-days	2022-10-04	2022-10-04	Around the World in Eighty Days	Jules Verne	30959	4715	457	459	766	1026	1006	701	48	63	75	87	94	98
93759099	jules-verne/facing-the-flag	2022-10-04	2022-10-04	Facing the Flag	Jules Verne	26415	3915	445	411	686	836	771	560	46	60	75	85	94	99
a1c28cb0	jules-verne/five-weeks-in-a-balloon	2022-10-04	2022-10-04	Five Weeks in a Balloon	Jules Verne	45070	5502	458	455	812	1184	1257	924	48	61	74	86	94	99
2fbc47e1	jules-verne/from-the-earth-to-the-moon	2022-10-04	2022-10-04	From the Earth to the Moon	Jules Verne	25137	4259	456	415	664	869	845	655	44	58	72	84	93	98
cd25a9e9	jules-verne/in-search-of-the-castaways	2022-10-04	2022-10-04	In Search of the Castaways	Jules Verne	66582	6336	468	476	877	1319	1527	1172	46	60	76	87	95	99
4f3dbc6b	jules-verne/journey-to-the-center-of-the-earth	2022-10-04	2022-10-04	Journey to the Center of the Earth	Jules Verne	2514	596	280	117	85	56	33	20	65	79	90	95	98	100
69dd090	jules-verne/michael-strogoff	2022-10-04	2022-10-04	Michael Strogoff	Jules Verne	47262	5088	466	462	814	1139	1125	768	50	65	78	88	95	99
f752d8b0	jules-verne/round-the-moon	2022-10-04	2022-10-04	Round the Moon	Jules Verne	26581	3724	440	398	611	706	699	547	46	59	71	83	92	98
c4219e26	jules-verne/the-child-of-the-cavern	2022-10-04	2022-10-04	The Child of the Cavern	Jules Verne	21883	3441	455	409	675	766	642	338	52	63	76	90	95	99
f3e40308	jules-verne/the-mysterious-island	2022-10-04	2022-10-04	The Mysterious Island	Jules Verne	79256	6304	464	458	853	1279	1410	1191	48	61	75	87	95	99
c09fb16d	jules-verne/the-survivors-of-the-chancellor	2022-10-04	2022-10-04	The Survivors of the Chancellor	Jules Verne	25495	4043	441	407	665	854	905	542	50	62	75	85	95	99
e73ec0c7	jules-verne/ticket-no-9672	2022-10-04	2022-10-04	Ticket No. 9672	Jules Verne	23027	3709	460	425	693	824	720	461	52	65	77	87	93	100
6dde4278	jules-verne/topsy-turvy	2022-10-04	2022-10-04	Topsy-Turvy	Jules Verne	19929	3230	446	388	596	667	567	352	50	62	77	87	95	99
293c03fb	julie-penn/all-about-desert-life	2022-10-04	2022-10-04	All about Desert Life	Julie Penn	992	291	136	43	38	22	18	18	52	74	84	89	92	98
f60e5dd3	julius-caesar/commentaries-on-the-gallic-war	2022-10-04	2022-10-04	Commentaries on the Gallic War	Julius Caesar	33716	3211	425	360	577	697	617	427	48	64	79	90	97	100
a9e6883c	karel-apek/r-u-r	2022-10-04	2022-10-04	R.U.R.	Karel Čapek	9601	1810	423	269	337	353	214	156	56	64	73	87	95	100
44664f5	karl-marx/the-communist-manifesto	2022-10-04	2022-10-04	The Communist Manifesto	Karl Marx	7332	1925	337	227	313	354	341	255	34	50	65	78	90	99
7f8e7c3a	kastner-erich/emil-and-the-detectives	2022-10-04	2022-10-04	Emil and the Detectives	Kastner Erich	5603	666	329	146	98	59	26	6	70	84	90	98	100	100
5d68a360	kate-chopin/short-fiction	2022-10-04	2022-10-04	Short Fiction	Kate Chopin	61084	6493	468	479	882	1363	1494	1274	56	67	78	89	95	99
a5e347ec	kate-chopin/the-awakening	2022-10-04	2022-10-04	The Awakening	Kate Chopin	23702	4059	456	423	703	868	813	575	57	68	80	89	96	99
737e5fda	katerina-mestheneou/amazing-thinkers-and-humanitarians	2022-10-04	2022-10-04	Amazing Thinkers and Humanitarians	Katerina Mestheneou	7795	1690	385	245	346	323	200	119	52	65	78	90	95	99
1b4c38ab	katharine-susannah-prichard/the-black-opal	2022-10-04	2022-10-04	The Black Opal	Katharine Susannah Prichard	46753	4745	461	443	723	988	1027	752	60	73	83	91	97	99
9ab164e1	kathy-burke/lukas-s-luck	2022-10-04	2022-10-04	Lukas's Luck	Kathy Burke	910	395	213	70	57	38	15	2	67	79	89	95	97	100
7968c18	kathy-burke/mysteries-of-the-unexplained	2022-10-04	2022-10-04	Mysteries of the Unexplained	Kathy Burke	3887	781	315	143	111	95	55	37	64	76	86	93	97	99
5b0a93ee	kathy-burke/the-crocodile-and-the-hunter	2022-10-04	2022-10-04	The Crocodile and the Hunter	Kathy Burke	858	296	172	50	41	21	8	3	63	75	84	93	99	100
19e19098	kelly-reinhart/the-true-story-of-pocahontas	2022-10-04	2022-10-04	The True Story of Pocahontas	Kelly Reinhart	1453	400	206	62	58	42	17	8	58	71	83	89	91	91
7b989c9a	ken-lipenga/the-road-to-migowi	2022-10-04	2022-10-04	The Road to Migowi	Ken Lipenga	834	362	209	67	39	27	11	6	67	80	88	94	98	100
6bc786a3	kenneth-grahame/the-wind-in-the-willows	2022-10-04	2022-10-04	The Wind in the Willows	Kenneth Grahame	2848	666	268	134	101	97	39	18	56	70	77	85	98	100
cda36250	kevin-brophy/manchester-united	2022-10-04	2022-10-04	Manchester United	Kevin Brophy	3674	730	278	122	88	86	60	58	51	62	74	86	93	97
ff2b0da7	khalil-gibran/the-forerunner	2022-10-04	2022-10-04	The Forerunner	Khalil Gibran	3191	1079	314	169	191	165	136	70	55	69	81	89	96	99
bb26c043	khalil-gibran/the-madman	2022-10-04	2022-10-04	The Madman	Khalil Gibran	3340	1035	326	161	189	166	110	59	59	72	83	92	97	100
3c6db4ad	khalil-gibran/the-prophet	2022-10-04	2022-10-04	The Prophet	Khalil Gibran	5218	1367	314	175	261	244	202	125	56	69	82	91	96	99
4d6850da	knut-hamsun/growth-of-the-soil	2022-10-04	2022-10-04	Growth of the Soil	Knut Hamsun	63535	4413	461	453	751	976	866	617	69	78	87	93	98	100
6f40e9c2	koontz-dean/the-eyes-of-darkness	2022-10-04	2022-10-04	The Eyes of Darkness	Koontz Dean	43493	5680	458	452	798	1097	1172	934	53	65	76	86	93	97
d590b927	l-frank-baum/the-marvelous-land-of-oz	2022-10-04	2022-10-04	The Marvelous Land of Oz	L. Frank Baum	20460	3015	447	407	624	676	504	288	51	65	77	89	97	100
ecdd4401	l-frank-baum/the-wonderful-wizard-of-oz	2022-10-04	2022-10-04	The Wonderful Wizard of Oz	L. Frank Baum	18197	1969	434	334	381	416	265	109	62	75	84	93	99	100
a255c5eb	l-m-montgomery/anne-of-avonlea	2022-10-04	2022-10-04	Anne of Avonlea	L. M. Montgomery	43763	4979	460	464	779	1068	1107	785	58	69	80	89	96	99
9134d4dd	l-m-montgomery/anne-of-green-gables	2022-10-04	2022-10-04	Anne of Green Gables	L. M. Montgomery	50015	5086	464	457	794	1056	1117	815	58	69	80	89	96	99
5bf72999	l-t-hobhouse/liberalism	2022-10-04	2022-10-04	Liberalism	L. T. Hobhouse	23694	3584	409	311	524	678	735	584	41	54	71	84	93	98
67e02880	laird-elizabeth/the-earthquake	2022-10-04	2022-10-04	The Earthquake	Laird Elizabeth	2483	396	228	65	47	34	13	7	72	81	88	93	99	100
393d9db	laozi/tao-te-ching	2022-10-04	2022-10-04	Tao Te Ching	Laozi	17483	3103	424	349	488	593	563	463	47	58	71	82	92	98
dd536296	laura-ingalls-wilder/little-house-on-the-prairie	2022-10-04	2022-10-04	Little House on the Prairie	Laura Ingalls Wilder	7676	805	336	165	107	113	47	23	61	75	83	96	99	100
58cf0f64	laurence-sterne/the-life-and-opinions-of-tristram-shandy-gentleman	2022-10-04	2022-10-04	The Life and Opinions of Tristram Shandy, Gentleman	Laurence Sterne	89542	8110	469	489	907	1473	1800	1728	55	66	77	87	94	98
11ac102	lauri-kubuitsile/a-pot-full-of-tears	2022-10-04	2022-10-04	A Pot Full of Tears	Lauri Kubuitsile	450	201	143	18	19	15	6	0	80	85	92	98	100	100
247b8342	leo-tolstoy/a-confession	2022-10-04	2022-10-04	A Confession	Leo Tolstoy	11462	2144	404	298	417	377	343	227	57	70	82	90	96	99
e471c9f	leo-tolstoy/anna-karenina	2022-10-04	2022-10-04	Anna Karenina	Leo Tolstoy	157988	7917	469	483	934	1601	2001	1736	60	72	83	92	97	100
a0250dc7	leo-tolstoy/hadji-mur-d	2022-10-04	2022-10-04	Hadji Murád	Leo Tolstoy	23298	3625	464	434	661	811	716	384	56	68	78	87	96	99
63a13a8c	leo-tolstoy/resurrection	2022-10-04	2022-10-04	Resurrection	Leo Tolstoy	80557	6071	468	478	867	1327	1465	1074	59	72	83	91	97	100
60723828	leo-tolstoy/short-fiction	2022-10-04	2022-10-04	Short Fiction	Leo Tolstoy	307208	11005	470	494	982	1850	2839	2916	60	72	83	91	97	100
ba3cfa6a	leo-tolstoy/the-kingdom-of-god-is-within-you	2022-10-04	2022-10-04	The Kingdom of God Is Within You	Leo Tolstoy	57184	5185	457	419	736	1036	1138	907	49	63	76	88	95	99
c64cdb32	leo-tolstoy/the-power-of-darkness	2022-10-04	2022-10-04	The Power of Darkness	Leo Tolstoy	11992	1646	408	261	282	291	223	139	69	78	86	92	97	100
b473a6ba	leo-tolstoy/war-and-peace	2022-10-04	2022-10-04	War and Peace	Leo Tolstoy	267551	10149	469	490	964	1751	2600	2608	55	69	80	90	97	100
d68aea50	leo-tolstoy/what-is-art	2022-10-04	2022-10-04	What Is Art?	Leo Tolstoy	38561	4839	460	414	696	952	1003	820	46	60	73	85	93	98
f7c71574	leonard-elmore/get-shorty	2022-10-04	2022-10-04	Get Shorty	Leonard Elmore	3859	484	263	84	52	47	13	22	67	74	80	88	91	100
f579d6fe	leonid-andreyev/he-who-gets-slapped	2022-10-04	2022-10-04	He Who Gets Slapped	Leonid Andreyev	11536	2105	418	315	385	433	298	169	58	70	80	90	96	99
c0d96849	leonid-andreyev/satan-s-diary	2022-10-04	2022-10-04	Satan’s Diary	Leonid Andreyev	27802	4292	462	441	757	930	886	573	52	65	79	89	96	99
17ef2b9b	leonid-andreyev/short-fiction	2022-10-04	2022-10-04	Short Fiction	Leonid Andreyev	165261	9559	469	488	962	1702	2460	2336	55	68	79	89	96	99
aeec0703	lew-wallace/ben-hur	2022-10-04	2022-10-04	Ben Hur	Lew Wallace	94818	7660	463	467	900	1497	1889	1595	54	66	78	88	95	99
694bfc02	lewis-carroll/a-tangled-tale	2022-10-04	2022-10-04	A Tangled Tale	Lewis Carroll	13209	2756	429	359	483	535	465	346	53	66	77	86	93	99
589da469	lewis-carroll/alice-in-wonderland	2022-10-04	2022-10-04	Alice in Wonderland	Lewis Carroll	3598	412	235	70	47	29	17	10	73	84	91	96	97	100
6440cb34	lian-de-la-cruz/one-word-at-a-time	2022-10-04	2022-10-04	One Word At a Time	Lian De La Cruz	1820	804	272	117	115	116	98	62	55	67	77	86	93	98
24fa9263	linda-brent/incidents-in-the-life-of-a-slave-girl	2022-10-04	2022-10-04	Incidents in the Life of a Slave Girl	Linda Brent	37996	4390	462	457	779	1009	983	573	59	71	83	92	97	100
79d04464	lorcan-byrne/delivery	2022-10-04	2022-10-04	Delivery	Lorcan Byrne	1415	595	258	118	95	72	20	23	59	76	87	95	97	100
a1c737e7	lord-dunsany/fifty-one-tales	2022-10-04	2022-10-04	Fifty-One Tales	Lord Dunsany	7985	2005	408	270	345	376	328	197	59	70	80	89	95	99
a5707959	lord-dunsany/the-book-of-wonder	2022-10-04	2022-10-04	The Book of Wonder	Lord Dunsany	10902	2650	432	351	440	550	457	298	55	66	77	87	94	99
bddfc8fa	lord-dunsany/the-gods-of-peg-na	2022-10-04	2022-10-04	The Gods of Pegāna	Lord Dunsany	6998	1140	336	185	183	183	156	77	65	77	85	92	96	99
35c1b579	lord-dunsany/the-king-of-elfland-s-daughter	2022-10-04	2022-10-04	The King of Elfland’s Daughter	Lord Dunsany	33493	3430	442	396	561	713	716	442	58	69	79	89	96	100
167d1f9a	louis-de-bernieres/captain-corelli-s-mandolin	2022-10-04	2022-10-04	Captain Corelli's Mandolin	Louis De Bernieres	15534	2323	450	393	524	476	270	139	61	74	86	94	97	100
145562a6	louis-de-bernieres/red-dog	2022-10-04	2022-10-04	Red Dog	Louis De Bernieres	4057	623	293	126	81	63	29	18	71	83	89	94	97	98
57a0e6ad	louis-h-mon/maria-chapdelaine	2022-10-04	2022-10-04	Maria Chapdelaine	Louis Hémon	22892	3869	460	431	674	851	789	493	56	68	80	90	96	100
bc2b650c	louisa-may-alcott/little-women	2022-10-04	2022-10-04	Little Women	Louisa May Alcott	90829	6836	470	486	889	1393	1609	1411	60	72	82	90	96	100
520f7d58	ludovico-ariosto/orlando-furioso	2022-10-04	2022-10-04	Orlando Furioso	Ludovico Ariosto	164694	8594	468	479	893	1529	2074	2006	44	56	71	85	94	99
a22c7b6c	ludwig-wittgenstein/tractatus-logico-philosophicus	2022-10-04	2022-10-04	Tractatus Logico-Philosophicus	Ludwig Wittgenstein	11698	1375	291	172	217	207	202	170	46	59	70	83	92	98
c7b60bc1	luigi-pirandello/six-characters-in-search-of-an-author	2022-10-04	2022-10-04	Six Characters in Search of an Author	Luigi Pirandello	9172	1618	412	251	353	269	183	98	67	76	86	95	98	100
d8103ccd	lytton-strachey/eminent-victorians	2022-10-04	2022-10-04	Eminent Victorians	Lytton Strachey	47569	6814	470	470	884	1332	1590	1364	46	58	72	84	92	98
cb85d3ca	lytton-strachey/queen-victoria	2022-10-04	2022-10-04	Queen Victoria	Lytton Strachey	45724	6584	467	471	855	1300	1530	1294	45	58	71	83	93	98
e62086be	m-athar-tahir/the-inspector-of-schools	2022-10-04	2022-10-04	The Inspector of Schools	M. Athar Tahir	1036	413	218	71	49	37	25	8	60	76	86	91	97	98
8ae3fb6a	m-e-braddon/lady-audley-s-secret	2022-10-04	2022-10-04	Lady Audley’s Secret	M. E. Braddon	72424	6793	468	485	908	1391	1692	1305	56	68	80	89	96	99
f9160613	m-g-vassanji/breaking-loose	2022-10-04	2022-10-04	Breaking Loose	M. G. Vassanji	1176	469	247	78	60	50	15	11	68	80	88	95	97	98
a9aae9c6	m-r-james/casting-the-runes	2022-10-04	2022-10-04	Casting the Runes	M. R. James	2367	606	308	120	97	47	20	11	72	82	90	95	99	100
5cd9b331	m-r-james/rats	2022-10-04	2022-10-04	Rats	M. R. James	849	375	206	75	46	30	14	3	68	83	91	95	98	100
82f2f6ca	m-r-james/short-fiction	2022-10-04	2022-10-04	Short Fiction	M. R. James	73067	6510	468	478	912	1378	1567	1166	63	74	83	91	97	99
19a524f0	m-r-james/the-experiment	2022-10-04	2022-10-04	The Experiment	M. R. James	896	359	220	58	34	25	13	7	73	84	90	96	98	100
ebe1d727	m-r-james/the-haunted-doll-s-house	2022-10-04	2022-10-04	The Haunted Doll's House	M.R.James	1451	480	273	82	61	41	14	7	75	85	93	98	99	100
76bf3d	m-r-james/the-picture	2022-10-04	2022-10-04	The Picture	M. R. James	1387	432	248	80	53	28	18	3	71	86	92	95	99	100
8ded7b58	mack-reynolds/short-fiction	2022-10-04	2022-10-04	Short Fiction	Mack Reynolds	144576	9436	471	482	916	1560	2011	2042	52	62	73	84	91	97
5c00ee01	mandla-langa/a-gathering-of-bald-men	2022-10-04	2022-10-04	A Gathering of Bald Men	Mandla Langa	1619	572	274	94	77	72	24	18	66	78	85	93	95	99
b89649ce	marc-cerasini/cinderella-man	2022-10-04	2022-10-04	Cinderella Man	Marc Cerasini	10888	1187	396	249	213	187	82	37	63	77	84	92	98	99
adf6e203	marcus-aurelius/meditations	2022-10-04	2022-10-04	Meditations	Marcus Aurelius	21685	2926	433	324	506	585	516	398	60	71	82	91	96	99
21922023	margaret-wilson/the-able-mc-laughlins	2022-10-04	2022-10-04	The Able McLaughlins	Margaret Wilson	30123	4120	460	445	686	829	845	560	62	73	83	90	96	99
542ea1ab	margery-allingham/three-is-a-lucky-number	2022-10-04	2022-10-04	Three is a Lucky Number	Margery Allingham	1004	454	224	94	56	53	18	7	64	78	87	95	99	100
f359e555	maria-jack/the-time-trippers	2022-10-04	2022-10-04	The Time Trippers	Maria Jack	3911	949	323	159	153	147	91	51	60	75	83	91	96	99
723e2f8	marie-belloc-lowndes/the-lodger	2022-10-04	2022-10-04	The Lodger	Marie Belloc Lowndes	39481	3854	458	434	684	803	733	542	63	74	83	89	97	100
6bd6b4b2	marisa-marmo/fashion-and-lies	2022-10-04	2022-10-04	Fashion and Lies	Marisa Marmo	3264	844	289	136	152	119	79	44	57	69	80	89	95	98
729b140	marisa-marmo/media-wars	2022-10-04	2022-10-04	Media Wars	Marisa Marmo	3323	908	305	157	128	147	97	49	53	64	72	86	95	99
908eb2fb	mark-twain/a-connecticut-yankee-in-king-arthur-s-court	2022-10-04	2022-10-04	A Connecticut Yankee In King Arthur's Court	Mark Twain	2399	777	303	137	143	113	57	22	62	75	86	94	99	100
9bd5b476	mark-twain/curing-a-cold	2022-10-04	2022-10-04	Curing a Cold	Mark Twain	424	233	121	34	35	27	13	3	55	66	81	94	99	100
ab38a6b7	mark-twain/huckleberry-finn	2022-10-04	2022-10-04	Huckleberry Finn	Mark Twain	2537	457	261	95	40	40	9	12	76	89	93	98	99	100
3d75d3aa	mark-twain/personal-recollections-of-joan-of-arc	2022-10-04	2022-10-04	Personal Recollections of Joan of Arc	Mark Twain	68747	6288	466	481	867	1325	1500	1124	57	70	81	90	96	99
77e2bf60	mark-twain/roughing-it	2022-10-04	2022-10-04	Roughing It	Mark Twain	83365	8584	469	484	954	1640	2165	1896	50	62	75	86	94	99
38e2ae17	mark-twain/the-adventures-of-huckleberry-finn	2022-10-04	2022-10-04	The Adventures of Huckleberry Finn	Mark Twain	50429	3494	446	387	540	707	617	453	67	77	85	92	97	99
5178db07	mark-twain/the-adventures-of-tom-sawyer	2022-10-04	2022-10-04	The Adventures of Tom Sawyer	Mark Twain	35097	4906	465	455	776	1056	1076	758	56	69	79	88	95	99
2a50c8c9	mark-twain/the-autobiography-of-mark-twain	2022-10-04	2022-10-04	The Autobiography of Mark Twain	Mark Twain	92489	8151	468	489	943	1575	1961	1719	54	66	78	88	94	99
3d6dc278	mark-twain/the-californian-s-tale	2022-10-04	2022-10-04	The Californian's Tale	Mark Twain	720	345	214	60	33	23	15	0	72	86	93	97	100	100
8d5461a3	mark-twain/the-celebrated-jumping-frog-of-calaveras	2022-10-04	2022-10-04	The Celebrated Jumping Frog of Calaveras	Mark Twain	542	234	127	30	24	31	9	9	53	64	72	83	91	95
4ede4d14	mark-twain/the-million-pound-bank-note	2022-10-04	2022-10-04	The Million Pound Bank Note	Mark Twain	1974	533	275	89	66	55	30	13	67	79	89	94	98	100
6535511c	mark-twain/the-prince-and-the-pauper	2022-10-04	2022-10-04	The Prince and the Pauper	Mark Twain	3907	528	316	90	57	37	22	5	77	87	95	98	99	100
2581f6b5	martin-andersen-nex/pelle-the-conqueror	2022-10-04	2022-10-04	Pelle the Conqueror	Martin Andersen Nexø	198352	9384	469	487	942	1689	2430	2213	63	74	83	92	97	100
8c7dc5c	mary-shelley/frankenstein	2022-10-04	2022-10-04	Frankenstein	Mary Shelley	36431	4918	463	456	796	1106	1120	767	46	61	78	89	96	100
da363712	mary-stewart/this-rough-magic	2022-10-04	2022-10-04	This Rough Magic	Mary Stewart	9725	1131	399	227	212	164	82	35	69	82	89	95	99	100
66072a23	mary-wollstonecraft/letters-written-during-a-short-residence-in-sweden-norway-and-denmark	2022-10-04	2022-10-04	Letters Written During a Short Residence in Sweden, Norway, and Denmark	Mary Wollstonecraft	25160	4587	459	438	760	1004	976	712	47	60	75	87	94	99
c89c22e	matthew-henson/a-negro-explorer-at-the-north-pole	2022-10-04	2022-10-04	A Negro Explorer at the North Pole	Matthew Henson	19016	3503	451	396	585	743	652	437	48	61	73	85	92	98
674bed92	maurice-leblanc/813	2022-10-04	2022-10-04	813	Maurice Leblanc	50881	5017	467	468	821	1152	1155	701	58	70	81	92	97	100
f4f2dc63	maurice-leblanc/ars-ne-lupin-versus-herlock-sholmes	2022-10-04	2022-10-04	Arsène Lupin Versus Herlock Sholmes	Maurice Leblanc	28512	3814	458	426	737	896	783	400	51	65	78	91	98	100
e42842e6	maurice-leblanc/memoirs-of-ars-ne-lupin	2022-10-04	2022-10-04	Memoirs of Arsène Lupin	Maurice Leblanc	37685	4656	462	465	797	1076	1022	638	55	69	80	90	97	100
b94886a	maurice-leblanc/the-confessions-of-ars-ne-lupin	2022-10-04	2022-10-04	The Confessions of Arsène Lupin	Maurice Leblanc	31382	4267	467	454	767	965	899	539	56	69	81	91	97	100
